lat,lon,pop,geoid,name,state
42.786072,-111.544273,7027,16029,Caribou County,ID
42.282313,-113.626328,24655,16031,Cassia County,ID
44.290218,-112.354613,790,16033,Clark County,ID
46.67257,-115.6535,8734,16035,Clearwater County,ID
44.273351,-114.252267,4275,16037,Custer County,ID
43.394698,-115.471205,28666,16039,Elmore County,ID
42.173609,-111.822965,14194,16041,Franklin County,ID
44.218091,-111.484429,13388,16043,Fremont County,ID
44.061473,-116.398784,19123,16045,Gem County,ID
42.973185,-114.82142,15598,16047,Gooding County,ID
45.849644,-115.467337,16541,16049,Idaho County,ID
43.796965,-112.318588,30891,16051,Jefferson County,ID
42.691395,-114.262086,24237,16053,Jerome County,ID
47.675957,-116.695919,171362,16055,Kootenai County,ID
46.81892,-116.730974,39517,16057,Latah County,ID
44.928506,-113.887042,7974,16059,Lemhi County,ID
46.236328,-116.42376,3533,16061,Lewis County,ID
42.990782,-114.153089,5127,16063,Lincoln County,ID
43.788614,-111.656993,52913,16065,Madison County,ID
42.857211,-113.63984,21613,16067,Minidoka County,ID
46.333791,-116.760909,42090,16069,Nez Perce County,ID
42.183895,-112.520449,4564,16071,Oneida County,ID
42.572851,-116.18969,11913,16073,Owyhee County,ID
44.00243,-116.750238,25386,16075,Payette County,ID
42.694126,-112.844407,7878,16077,Power County,ID
47.347694,-115.885092,13169,16079,Shoshone County,ID
43.760994,-111.211765,11630,16081,Teton County,ID
42.352309,-114.665639,90046,16083,Twin Falls County,ID
44.85596,-115.618061,11746,16085,Valley County,ID
44.448223,-116.797792,10500,16087,Washington County,ID
39.986052,-91.194961,65737,17001,Adams County,IL
37.183658,-89.349516,5240,17003,Alexander County,IL
38.885924,-89.436592,16725,17005,Bond County,IL
42.318983,-88.824295,53448,17007,Boone County,IL
39.962069,-90.750309,6244,17009,Brown County,IL
41.401304,-89.528377,33244,17011,Bureau County,IL
39.164262,-90.666295,4437,17013,Calhoun County,IL
42.0709,-89.924189,15702,17015,Carroll County,IL
39.969202,-90.245704,13042,17017,Cass County,IL
40.138985,-88.196975,205865,17019,Champaign County,IL
39.545524,-89.279593,34032,17021,Christian County,IL
39.332334,-87.791683,15455,17023,Clark County,IL
38.746819,-88.482325,13288,17025,Clay County,IL
38.606295,-89.426228,36899,17027,Clinton County,IL
39.51368,-88.220782,46863,17029,Coles County,IL
41.894294,-87.645455,5275541,17031,Cook County,IL
39.002787,-87.760619,18679,17033,Crawford County,IL
39.273121,-88.240619,10450,17035,Cumberland County,IL
41.894612,-88.768991,100420,17037,DeKalb County,IL
40.181499,-88.901853,15516,17039,De Witt County,IL
39.766078,-88.222866,19740,17041,Douglas County,IL
41.852058,-88.086039,932877,17043,DuPage County,IL
39.679037,-87.74711,16866,17045,Edgar County,IL
38.417095,-88.047941,6245,17047,Edwards County,IL
39.047945,-88.592849,34668,17049,Effingham County,IL
39.001125,-89.017923,21488,17051,Fayette County,IL
40.596539,-88.224588,13534,17053,Ford County,IL
37.991852,-88.926321,37804,17055,Franklin County,IL
40.46524,-90.202269,33609,17057,Fulton County,IL
37.768677,-88.227964,4946,17059,Gallatin County,IL
39.355439,-90.387682,11985,17061,Greene County,IL
41.29241,-88.401054,52533,17063,Grundy County,IL
38.085227,-88.539009,7993,17065,Hamilton County,IL
40.401318,-91.168801,17620,17067,Hancock County,IL
37.517852,-88.266148,3649,17069,Hardin County,IL
40.814471,-90.941246,6387,17071,Henderson County,IL
41.350021,-90.130838,49284,17073,Henry County,IL
40.748867,-87.833601,27077,17075,Iroquois County,IL
37.786096,-89.381212,52974,17077,Jackson County,IL
39.004886,-88.150725,9287,17079,Jasper County,IL
38.30078,-88.92421,37113,17081,Jefferson County,IL
39.080195,-90.361385,21512,17083,Jersey County,IL
42.362391,-90.21147,22035,17085,Jo Daviess County,IL
37.460709,-88.882131,13308,17087,Johnson County,IL
41.939594,-88.42804,516522,17089,Kane County,IL
41.13951,-87.861117,107502,17091,Kankakee County,IL
41.58814,-88.430626,131869,17093,Kendall County,IL
40.930945,-90.213792,49967,17095,Knox County,IL
42.185968,-87.805939,714342,17097,Lake County,IL
41.343341,-88.885931,109658,17099,LaSalle County,IL
38.718954,-87.730221,15280,17101,Lawrence County,IL
41.747447,-89.299362,34145,17103,Lee County,IL
40.894376,-88.552852,35815,17105,Livingston County,IL
40.129277,-89.365309,27987,17107,Logan County,IL
40.455808,-90.678954,27238,17109,McDonough County,IL
42.324298,-88.452245,310229,17111,McHenry County,IL
40.494559,-88.844539,170954,17113,McLean County,IL
39.860237,-88.961529,103998,17115,Macon County,IL
39.265914,-89.92633,44967,17117,Macoupin County,IL
38.82712,-89.900227,265859,17119,Madison County,IL
38.648236,-88.920362,37729,17121,Marion County,IL
41.031119,-89.342371,11742,17123,Marshall County,IL
40.236993,-89.913575,13086,17125,Mason County,IL
37.216119,-88.705658,14169,17127,Massac County,IL
40.022569,-89.794133,12297,17129,Menard County,IL
41.205605,-90.74177,15699,17131,Mercer County,IL
38.277983,-90.179078,34962,17133,Monroe County,IL
39.228068,-89.478141,28288,17135,Montgomery County,IL
39.717668,-90.205005,32915,17137,Morgan County,IL
39.636896,-88.625726,14526,17139,Moultrie County,IL
42.041884,-89.320176,51788,17141,Ogle County,IL
40.785972,-89.766993,181830,17143,Peoria County,IL
38.084381,-89.368525,20945,17145,Perry County,IL
40.009033,-88.592355,16673,17147,Piatt County,IL
39.625106,-90.889034,14739,17149,Pike County,IL
37.417169,-88.542374,3763,17151,Pope County,IL
37.215615,-89.127755,5193,17153,Pulaski County,IL
41.198961,-89.298347,5637,17155,Putnam County,IL
38.056515,-89.82121,30163,17157,Randolph County,IL
38.712187,-88.085452,15813,17159,Richland County,IL
41.468421,-90.572125,144672,17161,Rock Island County,IL
38.470198,-89.928546,257400,17163,St. Clair County,IL
37.751508,-88.545024,23768,17165,Saline County,IL
39.756886,-89.662435,196343,17167,Sangamon County,IL
40.156905,-90.613464,6902,17169,Schuyler County,IL
39.637002,-90.477771,4949,17171,Scott County,IL
39.384926,-88.798862,20990,17173,Shelby County,IL
41.096908,-89.797411,5400,17175,Stark County,IL
42.349726,-89.665994,44630,17177,Stephenson County,IL
40.508074,-89.51626,131343,17179,Tazewell County,IL
37.485652,-89.244639,17244,17181,Union County,IL
40.186754,-87.726778,74188,17183,Vermilion County,IL
38.445821,-87.839167,11361,17185,Wabash County,IL
40.850441,-90.620223,16835,17187,Warren County,IL
38.35314,-89.417187,13761,17189,Washington County,IL
38.431857,-88.43243,16179,17191,Wayne County,IL
38.087326,-88.178623,13877,17193,White County,IL
41.750673,-89.911005,55691,17195,Whiteside County,IL
41.448474,-87.978456,696355,17197,Will County,IL
37.730353,-88.930018,67153,17199,Williamson County,IL
42.337396,-89.161205,285350,17201,Winnebago County,IL
40.789787,-89.210587,38467,17203,Woodford County,IL
40.745733,-84.93613,35809,18001,Adams County,IN
41.091909,-85.071791,385410,18003,Allen County,IN
39.205843,-85.897999,82208,18005,Bartholomew County,IN
40.600939,-87.314786,8719,18007,Benton County,IN
40.472672,-85.32373,12112,18009,Blackford County,IN
40.050892,-86.469014,70812,18011,Boone County,IN
39.195113,-86.230121,15475,18013,Brown County,IN
40.58498,-86.565141,20306,18015,Carroll County,IN
40.753799,-86.355168,37870,18017,Cass County,IN
38.476217,-85.711122,121093,18019,Clark County,IN
39.393928,-87.115858,26466,18021,Clay County,IN
40.305944,-86.477567,33190,18023,Clinton County,IN
38.289433,-86.440871,10526,18025,Crawford County,IN
38.69609,-87.076943,33381,18027,Daviess County,IN
39.140897,-84.975868,50679,18029,Dearborn County,IN
39.30598,-85.499831,26472,18031,Decatur County,IN
41.39676,-85.002697,43265,18033,DeKalb County,IN
40.227543,-85.399262,111903,18035,Delaware County,IN
38.373344,-86.873385,43637,18037,Dubois County,IN
41.600693,-85.863986,207047,18039,Elkhart County,IN
39.639655,-85.185032,23398,18041,Fayette County,IN
38.318081,-85.911847,80484,18043,Floyd County,IN
40.121237,-87.234872,16479,18045,Fountain County,IN
39.409762,-85.066964,22785,18047,Franklin County,IN
41.050384,-86.265006,20480,18049,Fulton County,IN
38.317398,-87.580523,33011,18051,Gibson County,IN
40.515758,-85.654946,66674,18053,Grant County,IN
39.047147,-87.004771,30803,18055,Greene County,IN
40.053513,-86.021709,347467,18057,Hamilton County,IN
39.822529,-85.77315,79840,18059,Hancock County,IN
38.186454,-86.103766,39654,18061,Harrison County,IN
39.768963,-86.509908,174788,18063,Hendricks County,IN
39.929591,-85.397363,48914,18065,Henry County,IN
40.483537,-86.114118,83658,18067,Howard County,IN
40.826394,-85.478597,36662,18069,Huntington County,IN
38.911957,-86.042516,46428,18071,Jackson County,IN
41.017688,-87.118814,32918,18073,Jasper County,IN
40.434956,-85.002331,20478,18075,Jay County,IN
38.783604,-85.44009,33147,18077,Jefferson County,IN
38.996229,-85.628103,27613,18079,Jennings County,IN
39.496092,-86.094264,161765,18081,Johnson County,IN
38.688391,-87.420354,36282,18083,Knox County,IN
41.244293,-85.861575,80240,18085,Kosciusko County,IN
41.642462,-85.427845,40446,18087,LaGrange County,IN
41.472247,-87.374337,498700,18089,Lake County,IN
41.549013,-86.744739,112417,18091,LaPorte County,IN
38.839815,-86.48782,45011,18093,Lawrence County,IN
40.166203,-85.722454,130129,18095,Madison County,IN
39.782976,-86.135794,977203,18097,Marion County,IN
41.325003,-86.269036,46095,18099,Marshall County,IN
38.705322,-86.801847,9812,18101,Martin County,IN
40.772883,-86.044258,35962,18103,Miami County,IN
39.160729,-86.52331,139718,18105,Monroe County,IN
40.040296,-86.892715,37936,18107,Montgomery County,IN
39.482646,-86.447457,71780,18109,Morgan County,IN
40.962399,-87.402172,13830,18111,Newton County,IN
41.404679,-85.417271,47457,18113,Noble County,IN
38.940527,-84.964299,5940,18115,Ohio County,IN
38.547381,-86.489257,19867,18117,Orange County,IN
39.317339,-86.838845,21321,18119,Owen County,IN
39.77425,-87.19695,16156,18121,Parke County,IN
38.081436,-86.62654,19170,18123,Perry County,IN
38.397961,-87.232547,12250,18125,Pike County,IN
41.509914,-87.071313,173215,18127,Porter County,IN
38.027614,-87.868653,25222,18129,Posey County,IN
41.045272,-86.692538,12514,18131,Pulaski County,IN
39.665548,-86.853373,36726,18133,Putnam County,IN
40.164079,-85.00579,24502,18135,Randolph County,IN
39.100226,-85.260494,28995,18137,Ripley County,IN
39.622362,-85.466529,16752,18139,Rush County,IN
41.617723,-86.288048,272912,18141,St. Joseph County,IN
38.679431,-85.751898,24384,18143,Scott County,IN
39.524135,-85.792174,45055,18145,Shelby County,IN
38.009697,-87.010375,19810,18147,Spencer County,IN
41.284478,-86.644636,23371,18149,Starke County,IN
41.643467,-85.002405,34435,18151,Steuben County,IN
39.089225,-87.415843,20817,18153,Sullivan County,IN
38.825854,-85.029681,9737,18155,Switzerland County,IN
40.389133,-86.893554,186251,18157,Tippecanoe County,IN
40.310229,-86.056207,15359,18159,Tipton County,IN
39.623111,-84.925152,7087,18161,Union County,IN
38.02007,-87.586166,180136,18163,Vanderburgh County,IN
39.854045,-87.462071,15439,18165,Vermillion County,IN
39.429143,-87.390375,106153,18167,Vigo County,IN
40.843747,-85.795192,30976,18169,Wabash County,IN
40.352498,-87.375163,8440,18171,Warren County,IN
38.097728,-87.272049,63898,18173,Warrick County,IN
38.600613,-86.104751,28182,18175,Washington County,IN
39.863091,-85.006735,66553,18177,Wayne County,IN
40.735273,-85.212974,28180,18179,Wells County,IN
40.75095,-86.864293,24688,18181,White County,IN
41.136426,-85.501892,34191,18183,Whitley County,IN
41.328528,-94.478164,7496,19001,Adair County,IA
41.021656,-94.696906,3704,19003,Adams County,IA
43.274964,-91.382751,14061,19005,Allamakee County,IA
40.744249,-92.873065,12317,19007,Appanoose County,IA
41.679178,-94.904312,5674,19009,Audubon County,IA
42.092547,-92.05763,25575,19011,Benton County,IA
42.471132,-92.3076,131144,19013,Black Hawk County,IA
42.038642,-93.938603,26715,19015,Boone County,IA
42.780895,-92.327356,24988,19017,Bremer County,IA
42.470328,-91.838666,20565,19019,Buchanan County,IA
42.741522,-95.141432,20823,19021,Buena Vista County,IA
42.734757,-92.780153,14334,19023,Butler County,IA
42.38617,-94.643683,9927,19025,Calhoun County,IA
42.039502,-94.86765,20760,19027,Carroll County,IA
41.333824,-94.933302,13127,19029,Cass County,IA
41.77236,-91.132611,18505,19031,Cedar County,IA
43.074975,-93.250965,43127,19033,Cerro Gordo County,IA
42.742737,-95.633262,11658,19035,Cherokee County,IA
43.059741,-92.31721,12012,19037,Chickasaw County,IA
41.029726,-93.785259,9748,19039,Clarke County,IA
43.081224,-95.149875,16384,19041,Clay County,IA
42.840985,-91.323576,17043,19043,Clayton County,IA
41.898073,-90.534243,46460,19045,Clinton County,IA
42.043119,-95.38909,16525,19047,Crawford County,IA
41.68532,-94.040706,99678,19049,Dallas County,IA
40.748089,-92.410345,9110,19051,Davis County,IA
40.736379,-93.78458,7645,19053,Decatur County,IA
42.472937,-91.366767,17488,19055,Delaware County,IA
40.915339,-91.186925,38910,19057,Des Moines County,IA
43.389611,-95.196057,17703,19059,Dickinson County,IA
42.463481,-90.878771,99266,19061,Dubuque County,IA
43.377984,-94.66937,9388,19063,Emmet County,IA
42.864122,-91.840376,19509,19065,Fayette County,IA
43.052741,-92.787367,15627,19067,Floyd County,IA
42.736545,-93.271415,10019,19069,Franklin County,IA
40.74259,-95.599182,6605,19071,Fremont County,IA
42.042513,-94.388727,8771,19073,Greene County,IA
42.403339,-92.790244,12329,19075,Grundy County,IA
41.683573,-94.501272,10623,19077,Guthrie County,IA
42.390789,-93.70913,15039,19079,Hamilton County,IA
43.075411,-93.743697,10795,19081,Hancock County,IA
42.390208,-93.241669,16878,19083,Hardin County,IA
41.688584,-95.827149,14582,19085,Harrison County,IA
40.984802,-91.547259,20482,19087,Henry County,IA
43.365312,-92.321908,9469,19089,Howard County,IA
42.782221,-94.202775,9597,19091,Humboldt County,IA
42.39186,-95.507421,7005,19093,Ida County,IA
41.683918,-92.059123,16662,19095,Iowa County,IA
42.164226,-90.574582,19485,19097,Jackson County,IA
41.685551,-93.054147,37813,19099,Jasper County,IA
41.006376,-91.966628,15663,19101,Jefferson County,IA
41.670668,-91.590529,152854,19103,Johnson County,IA
42.125118,-91.116914,20646,19105,Jones County,IA
41.331182,-92.167721,10033,19107,Keokuk County,IA
43.212356,-94.213965,14828,19109,Kossuth County,IA
40.647588,-91.477157,33555,19111,Lee County,IA
42.077951,-91.597674,230299,19113,Linn County,IA
41.218211,-91.256994,10837,19115,Louisa County,IA
41.033344,-93.331467,8634,19117,Lucas County,IA
43.38358,-96.207201,11934,19119,Lyon County,IA
41.330622,-94.015184,16548,19121,Madison County,IA
41.330797,-92.636366,22190,19123,Mahaska County,IA
41.331433,-93.093868,33414,19125,Marion County,IA
42.0417,-92.981403,40105,19127,Marshall County,IA
41.033703,-95.619101,14484,19129,Mills County,IA
43.348564,-92.784466,10565,19131,Mitchell County,IA
42.049432,-95.956566,8751,19133,Monona County,IA
41.028847,-92.869642,7577,19135,Monroe County,IA
41.021735,-95.15779,10330,19137,Montgomery County,IA
41.483776,-91.118699,43235,19139,Muscatine County,IA
43.083746,-95.625624,14182,19141,O'Brien County,IA
43.378542,-95.633788,6192,19143,Osceola County,IA
40.739097,-95.144301,15211,19145,Page County,IA
43.075337,-94.669055,8996,19147,Palo Alto County,IA
42.737585,-96.215864,25698,19149,Plymouth County,IA
42.734033,-94.678279,7078,19151,Pocahontas County,IA
41.684816,-93.568971,492401,19153,Polk County,IA
41.340184,-95.544905,93667,19155,Pottawattamie County,IA
41.684642,-92.522934,18662,19157,Poweshiek County,IA
40.735334,-94.244251,4663,19159,Ringgold County,IA
42.387526,-95.105224,9814,19161,Sac County,IA
41.642079,-90.622289,174669,19163,Scott County,IA
41.679014,-95.308917,11746,19165,Shelby County,IA
43.082646,-96.17801,35872,19167,Sioux County,IA
42.037538,-93.466093,98537,19169,Story County,IA
42.074848,-92.529411,17135,19171,Tama County,IA
40.737949,-94.697108,5896,19173,Taylor County,IA
41.02855,-94.245091,12138,19175,Union County,IA
40.754117,-91.952943,7203,19177,Van Buren County,IA
41.031275,-92.409466,35437,19179,Wapello County,IA
41.332446,-93.568751,52403,19181,Warren County,IA
41.329401,-91.725052,22565,19183,Washington County,IA
40.739983,-93.332613,6497,19185,Wayne County,IA
42.433579,-94.175831,36999,19187,Webster County,IA
43.378124,-93.743488,10679,19189,Winnebago County,IA
43.292989,-91.850788,20070,19191,Winneshiek County,IA
42.39322,-96.053296,105941,19193,Woodbury County,IA
43.373491,-93.248533,7443,19195,Worth County,IA
42.733007,-93.734735,12943,19197,Wright County,IA
37.884228,-95.300945,12526,20001,Allen County,KS
38.215114,-95.292046,7836,20003,Anderson County,KS
39.532544,-95.313397,16348,20005,Atchison County,KS
37.222906,-98.685052,4228,20007,Barber County,KS
38.481239,-98.767837,25493,20009,Barton County,KS
37.8561,-94.850928,14360,20011,Bourbon County,KS
39.825931,-95.569905,9508,20013,Brown County,KS
37.773649,-96.83884,67380,20015,Butler County,KS
38.299475,-96.594029,2572,20017,Chase County,KS
37.154259,-96.245396,3379,20019,Chautauqua County,KS
37.169392,-94.845698,19362,20021,Cherokee County,KS
39.789917,-101.727325,2616,20023,Cheyenne County,KS
37.233831,-99.813869,1991,20025,Clark County,KS
39.344964,-97.168853,8117,20027,Clay County,KS
39.487329,-97.64139,9032,20029,Cloud County,KS
38.23645,-95.729137,8360,20031,Coffey County,KS
37.181442,-99.251293,1689,20033,Comanche County,KS
37.234507,-96.837247,34549,20035,Cowley County,KS
37.505821,-94.853897,38972,20037,Crawford County,KS
39.783542,-100.459708,2764,20039,Decatur County,KS
38.867735,-97.157943,18402,20041,Dickinson County,KS
39.788502,-95.147225,7510,20043,Doniphan County,KS
38.896417,-95.290947,118785,20045,Douglas County,KS
37.883595,-99.304746,2907,20047,Edwards County,KS
37.456026,-96.244642,2483,20049,Elk County,KS
38.914597,-99.317313,28934,20051,Ellis County,KS
38.700845,-98.205355,6376,20053,Ellsworth County,KS
38.049808,-100.739967,38470,20055,Finney County,KS
37.688416,-99.884748,34287,20057,Ford County,KS
38.558019,-95.278962,25996,20059,Franklin County,KS
39.002139,-96.7681,36739,20061,Geary County,KS
38.917239,-100.48736,2718,20063,Gove County,KS
39.354972,-99.879894,2415,20065,Graham County,KS
37.547537,-101.299362,7352,20067,Grant County,KS
37.744513,-100.451716,5653,20069,Gray County,KS
38.480404,-101.80597,1284,20071,Greeley County,KS
37.879347,-96.241732,6016,20073,Greenwood County,KS
37.995244,-101.793689,2518,20075,Hamilton County,KS
37.188184,-98.06659,5485,20077,Harper County,KS
38.050144,-97.436706,34024,20079,Harvey County,KS
37.554979,-100.879952,3780,20081,Haskell County,KS
38.087493,-99.898407,1723,20083,Hodgeman County,KS
39.411145,-95.794485,13232,20085,Jackson County,KS
39.239644,-95.375314,18368,20087,Jefferson County,KS
39.777005,-98.222619,2932,20089,Jewell County,KS
38.883907,-94.82233,609863,20091,Johnson County,KS
37.994461,-101.308136,3983,20093,Kearny County,KS
37.552951,-98.144529,7470,20095,Kingman County,KS
37.561231,-99.286539,2460,20097,Kiowa County,KS
37.191468,-95.297473,20184,20099,Labette County,KS
38.481286,-100.466185,1574,20101,Lane County,KS
39.189511,-95.038977,81881,20103,Leavenworth County,KS
39.04728,-98.214284,2939,20105,Lincoln County,KS
38.216549,-94.844932,9591,20107,Linn County,KS
38.91327,-101.157402,2762,20109,Logan County,KS
38.455403,-96.161641,32179,20111,Lyon County,KS
38.395812,-97.647489,30223,20113,McPherson County,KS
38.359647,-97.102771,11823,20115,Marion County,KS
39.782709,-96.521243,10038,20117,Marshall County,KS
37.243886,-100.360094,4055,20119,Meade County,KS
38.566772,-94.832963,34191,20121,Miami County,KS
39.393026,-98.207362,5796,20123,Mitchell County,KS
37.189537,-95.742403,31486,20125,Montgomery County,KS
38.688204,-96.651448,5386,20127,Morris County,KS
37.185249,-101.809516,2701,20129,Morton County,KS
39.791043,-96.005381,10273,20131,Nemaha County,KS
37.564283,-95.315682,15904,20133,Neosho County,KS
38.480437,-99.908745,2687,20135,Ness County,KS
39.783867,-99.899235,5459,20137,Norton County,KS
38.650215,-95.708255,15766,20139,Osage County,KS
39.348261,-98.767942,3500,20141,Osborne County,KS
39.137963,-97.654802,5735,20143,Ottawa County,KS
38.181477,-99.234772,6253,20145,Pawnee County,KS
39.784506,-99.34215,4981,20147,Phillips County,KS
39.382187,-96.337113,25348,20149,Pottawatomie County,KS
37.647594,-98.74012,9157,20151,Pratt County,KS
39.786198,-101.076738,2561,20153,Rawlins County,KS
37.948185,-98.078346,61898,20155,Reno County,KS
39.828906,-97.650883,4674,20157,Republic County,KS
38.347178,-98.201415,9427,20159,Rice County,KS
39.291211,-96.727489,71959,20161,Riley County,KS
39.346006,-99.324492,4919,20163,Rooks County,KS
38.523596,-99.309184,2956,20165,Rush County,KS
38.91604,-98.770949,6691,20167,Russell County,KS
38.791804,-97.651478,54303,20169,Saline County,KS
38.481877,-100.90636,5151,20171,Scott County,KS
37.681045,-97.461054,523824,20173,Sedgwick County,KS
37.18096,-100.855257,21964,20175,Seward County,KS
39.041805,-95.755664,178909,20177,Shawnee County,KS
39.350547,-100.441228,2447,20179,Sheridan County,KS
39.351352,-101.719859,5927,20181,Sherman County,KS
39.78466,-98.785429,3570,20183,Smith County,KS
38.03563,-98.719889,4072,20185,Stafford County,KS
37.565932,-101.789383,2084,20187,Stanton County,KS
37.2017,-101.317268,5250,20189,Stevens County,KS
37.236662,-97.493352,22382,20191,Sumner County,KS
39.357713,-101.083386,7930,20193,Thomas County,KS
38.921302,-99.865423,2808,20195,Trego County,KS
38.955154,-96.201262,6877,20197,Wabaunsee County,KS
38.926626,-101.771103,1512,20199,Wallace County,KS
39.776714,-97.095611,5530,20201,Washington County,KS
38.481922,-101.347434,2152,20203,Wichita County,KS
37.558515,-95.745175,8624,20205,Wilson County,KS
37.888193,-95.758469,3115,20207,Woodson County,KS
39.115384,-94.763087,169245,20209,Wyandotte County,KS
37.105559,-85.28138,18903,21001,Adair County,KY
36.75077,-86.192458,20588,21003,Allen County,KY
38.005396,-84.986417,23852,21005,Anderson County,KY
37.051323,-89.010367,7728,21007,Ballard County,KY
36.962805,-85.932108,44485,21009,Barren County,KY
38.152249,-83.737641,12750,21011,Bath County,KY
36.728928,-83.680718,24097,21013,Bell County,KY
38.9589,-84.736371,135968,21015,Boone County,KY
38.202562,-84.20986,20252,21017,Bourbon County,KY
38.360003,-82.681406,48261,21019,Boyd County,KY
37.618104,-84.868352,30614,21021,Boyle County,KY
38.680365,-84.115235,8400,21023,Bracken County,KY
37.517807,-83.317158,13718,21025,Breathitt County,KY
37.777988,-86.432919,20432,21027,Breckinridge County,KY
37.969945,-85.702635,82217,21029,Bullitt County,KY
37.207013,-86.682471,12371,21031,Butler County,KY
37.148642,-87.870509,12649,21033,Caldwell County,KY
36.620978,-88.274086,37103,21035,Calloway County,KY
38.946981,-84.379583,93076,21037,Campbell County,KY
36.85718,-88.976614,4826,21039,Carlisle County,KY
38.668394,-85.124024,10810,21041,Carroll County,KY
38.314094,-83.038988,26627,21043,Carter County,KY
37.321962,-84.92822,15941,21045,Casey County,KY
36.892059,-87.492986,72748,21047,Christian County,KY
37.970314,-84.145115,36972,21049,Clark County,KY
37.164273,-83.715473,20345,21051,Clay County,KY
36.727258,-85.136098,9253,21053,Clinton County,KY
37.358149,-88.10501,8990,21055,Crittenden County,KY
36.782372,-85.388484,5888,21057,Cumberland County,KY
37.731671,-87.087139,103312,21059,Daviess County,KY
37.227514,-86.218015,12126,21061,Edmonson County,KY
38.116883,-83.096116,7354,21063,Elliott County,KY
37.692449,-83.963983,14163,21065,Estill County,KY
38.040678,-84.458272,322570,21067,Fayette County,KY
38.367848,-83.699205,15082,21069,Fleming County,KY
37.552456,-82.739724,35942,21071,Floyd County,KY
38.234919,-84.868786,51541,21073,Franklin County,KY
36.552511,-89.187659,6515,21075,Fulton County,KY
38.755663,-84.865143,8690,21077,Gallatin County,KY
37.630162,-84.545856,16953,21079,Garrard County,KY
38.649167,-84.625924,24941,21081,Grant County,KY
36.723344,-88.649897,36649,21083,Graves County,KY
37.458577,-86.344011,26420,21085,Grayson County,KY
37.278065,-85.537925,11107,21087,Green County,KY
38.563562,-82.93382,35962,21089,Greenup County,KY
37.843325,-86.792761,9095,21091,Hancock County,KY
37.695836,-85.963183,110702,21093,Hardin County,KY
36.859223,-83.221497,26831,21095,Harlan County,KY
38.444578,-84.334131,18692,21097,Harrison County,KY
37.305827,-85.878443,19288,21099,Hart County,KY
37.792542,-87.572577,44793,21101,Henderson County,KY
38.451383,-85.119647,15678,21103,Henry County,KY
36.675896,-88.972084,4521,21105,Hickman County,KY
37.31107,-87.542196,45423,21107,Hopkins County,KY
37.403458,-84.020576,12955,21109,Jackson County,KY
38.189532,-85.657624,782969,21111,Jefferson County,KY
37.873291,-84.58396,52991,21113,Jessamine County,KY
37.847756,-82.830121,22680,21115,Johnson County,KY
38.930503,-84.533438,169064,21117,Kenton County,KY
37.354368,-82.952546,14251,21119,Knott County,KY
36.8885,-83.855551,30193,21121,Knox County,KY
37.544462,-85.696841,14867,21123,Larue County,KY
37.113268,-84.119395,62613,21125,Laurel County,KY
38.074453,-82.73829,16293,21127,Lawrence County,KY
37.608116,-83.719248,7395,21129,Lee County,KY
37.087846,-83.388617,10513,21131,Leslie County,KY
37.118536,-82.861251,21548,21133,Letcher County,KY
38.535047,-83.370143,13080,21135,Lewis County,KY
37.457174,-84.658335,24275,21137,Lincoln County,KY
37.209517,-88.363426,8888,21139,Livingston County,KY
36.859607,-86.881288,27432,21141,Logan County,KY
37.023976,-88.083391,8680,21143,Lyon County,KY
37.054111,-88.712454,67875,21145,McCracken County,KY
36.731136,-84.491052,16888,21147,McCreary County,KY
37.526707,-87.265597,9152,21149,McLean County,KY
37.725511,-84.278362,92701,21151,Madison County,KY
37.698983,-83.069721,11637,21153,Magoffin County,KY
37.552604,-85.268959,19581,21155,Marion County,KY
36.882017,-88.332752,31659,21157,Marshall County,KY
37.796774,-82.506623,11287,21159,Martin County,KY
38.594137,-83.828125,17120,21161,Mason County,KY
37.967476,-86.200863,30003,21163,Meade County,KY
37.935485,-83.589355,6113,21165,Menifee County,KY
37.812085,-84.879695,22641,21167,Mercer County,KY
36.99243,-85.633456,10286,21169,Metcalfe County,KY
36.714077,-85.713508,11338,21171,Monroe County,KY
38.038109,-83.912416,28114,21173,Montgomery County,KY
37.92294,-83.258944,13726,21175,Morgan County,KY
37.213816,-87.134092,30928,21177,Muhlenberg County,KY
37.80312,-85.465931,46738,21179,Nelson County,KY
38.338031,-84.026223,7537,21181,Nicholas County,KY
37.477859,-86.844871,23772,21183,Ohio County,KY
38.400127,-85.45615,67607,21185,Oldham County,KY
38.499395,-84.84159,11278,21187,Owen County,KY
37.423622,-83.691637,4051,21189,Owsley County,KY
38.696284,-84.351943,14644,21191,Pendleton County,KY
37.241282,-83.217772,28473,21193,Perry County,KY
37.486031,-82.410912,58669,21195,Pike County,KY
37.809907,-83.831354,13129,21197,Powell County,KY
37.107452,-84.576969,65034,21199,Pulaski County,KY
38.513473,-84.06423,2193,21201,Robertson County,KY
37.36105,-84.314368,16037,21203,Rockcastle County,KY
38.204266,-83.428079,24662,21205,Rowan County,KY
36.990587,-85.05495,17991,21207,Russell County,KY
38.28571,-84.57834,57155,21209,Scott County,KY
38.239011,-85.228247,48065,21211,Shelby County,KY
36.740937,-86.581793,19594,21213,Simpson County,KY
38.025411,-85.317174,19490,21215,Spencer County,KY
37.36621,-85.328059,26023,21217,Taylor County,KY
36.840338,-87.183642,12243,21219,Todd County,KY
